levantar,tr. Mover hacia arriba algo U. t. c. prnl.
poste,m. Madero piedra o columna colocada verticalmente para servir de apoyo o de señal
vitorear,tr. Aplaudir o aclamar con vítores a alguien o algo
ímpetu,m. impulso.
sugerir,tr. Proponer o aconsejar algo
subsistir,intr. Dicho de una cosa Permanecer durar o conservarse
ocupación,f. Acción y efecto de ocupar u ocuparse
equivalente,adj. Dicho de una persona o de una cosa Que equivale a otra U. t. c. s. m.
iglú,m. Vivienda de forma semiesférica construida con bloques de hielo en que durante el invierno habitan los esquimales y otros pueblos de análogas características
trapecio,m. Palo horizontal suspendido de dos cuerdas por sus extremos y que sirve para ejercicios gimnásticos
herencia,f. Derecho a heredar
sospechar,tr. Imaginar algo por conjeturas fundadas en apariencias o indicios
úlcera,f. Lesión de los tejidos orgánicos que cicatriza con dificultad
frenar,tr. Moderar o parar con el freno el movimiento de una máquina o de un carruaje
naval,adj. Perteneciente o relativo a las naves y a la navegación
orden,m. Colocación de las cosas en el lugar que les corresponde Era u. t. c. f.
prohibir,tr. Vedar o impedir el uso o la ejecución de algo
uniforme,adj. Dicho de dos o más cosas Que tienen la misma forma
frase,f. Conjunto de palabras que constituyen un enunciado
filmoteca,f. Lugar donde se conservan los filmes para su estudio y exhibición
límite,m. Línea real o imaginaria que separa dos terrenos dos países dos territorios
feminista,adj. Perteneciente o relativo al feminismo
abecedario,m. Serie ordenada de las letras de un idioma
relacionar,tr. Hacer relación de un hecho
terremoto,m. Sacudida violenta de la corteza y manto terrestres ocasionada por fuerzas que actúan en el interior de la Tierra
declarar,tr. Manifestar hacer público
júbilo,m. Viva alegría y especialmente la que se manifiesta con signos exteriores
inferir,tr. Deducir algo o sacarlo como conclusión de otra cosa
entorpecer,tr. Poner torpe U. t. c. prnl.
sostener,tr. Sustentar mantener firme algo U. t. c. prnl.
fémur,m. Hueso que forma el esqueleto del muslo que se articula por arriba con el hueso ilíaco y por abajo con la tibia y la rótula
ómnibus,m. Vehículo de transporte colectivo para trasladar personas generalmente dentro de las poblaciones
ejercicio,m. Acción de ejercitar o ejercitarse
zinc,m. Elemento químico metálico de núm. atóm. de color blanco brillante y blando abundante en la corteza terrestre en forma de sulfuro carbonato o silicato y usado en la fabricación de pilas eléctricas en la formación de aleaciones como el latón y en la galvanización del hierro y el acero Símb.
silla,f. Asiento con respaldo por lo general con cuatro patas y en que solo cabe una persona
cielo,m. Esfera aparente azul y diáfana que rodea la Tierra
firme,adj. Estable fuerte que no se mueve ni vacila
habilitar,tr. Hacer a alguien o algo hábil apto o capaz para una cosa determinada
dilema,m. Situación en la que es necesario elegir entre dos opciones igualmente buenas o malas
nailon,m. Poliamida sintética de la que se hacen filamentos elásticos y muy resistentes empleados en la fabricación de tejidos diversos
hidratación,f. Acción y efecto de hidratar
yuyal,m. Arg.  Lugar cubierto de maleza
sagaz,adj. Astuto y prudente que prevé y previene las cosas
fusionar,tr. Producir una fusión U. t. c. prnl.
disparo,m. Acción y efecto de disparar o dispararse
tatuar,tr. Grabar dibujos en la piel humana introduciendo materias colorantes bajo la epidermis por las punzadas o picaduras previamente dispuestas U. t. c. prnl.
egoísmo,m. Inmoderado y excesivo amor a sí mismo que hace atender desmedidamente al propio interés sin cuidarse del de los demás
kermés,f. Fiesta popular al aire libre con bailes rifas concursos etc.
relevante,adj. Sobresaliente destacado
finitud,f. Cualidad de finito
abeja,f. Insecto himenóptero de unos quince milímetros de largo de color pardo negruzco y vello rojizo que vive en colonias y produce cera y miel
persona,f. Individuo de la especie humana
lechuga,f. Planta herbácea de la familia de las compuestas con tallo ramoso de a cm de altura hojas grandes radicales blandas nerviosas trasovadas enteras o serradas flores en muchas cabezuelas y de pétalos amarillentos y fruto seco gris comprimido con una sola semilla Es originaria de la se cultiva en las huertas y hay de ella muchas variedades Las hojas son comestibles y del tallo se puede extraer abundante látex de sabor agradable
ocaso,m. Puesta del sol o de otro astro al trasponer el horizonte
enjambre,m. Multitud de abejas con su maestra que juntas salen de una colmena para formar otra colonia
anillo,m. Aro pequeño
universidad,"f. Institución de enseñanza superior que comprende diversas facultades y que confiere los grados académicos correspondientes Según las épocas y países puede comprender colegios institutos departamentos centros de investigación escuelas profesionales etc. Universidad de Salamanca,"
flamear,tr. Rociar un alimento con un licor y prenderle fuego U. t. c. prnl.
vibrar,tr. Dar un movimiento trémulo a la espada o a otra cosa larga delgada y elástica
ofender,tr. Humillar o herir el amor propio o la dignidad de alguien o ponerlo en evidencia con palabras o con hechos
vasija,f. Pieza cóncava y pequeña de barro u otra materia y de forma común u ordinaria que sirve para contener especialmente líquidos o cosas destinadas a la alimentación
redundante,adj. Que tiene redundancia
enorme,adj. Mucho más grande de lo normal
custodia,f. Acción y efecto de custodiar
zafar,tr. Mar. Desembarazar libertar quitar los estorbos de algo U. t. c. prnl.
urdir,tr. Preparar los hilos en la urdidera para pasarlos al telar
gloria,f. Reputación fama y honor extraordinarios que resultan de las buenas acciones y grandes cualidades de una persona
extrañar,tr. Sentir la novedad de algo echando de menos lo que resulta habitual
gabardina,f. Tela resistente de tejido diagonal
goma,f. Sustancia viscosa e incristalizable que naturalmente o mediante incisiones fluye de diversos vegetales después de seca es soluble en agua e insoluble en el alcohol y el éter y que disuelta en agua sirve para pegar o adherir cosas
informal,adj. Que no guarda las formas y reglas prevenidas
yeti,m. Supuesto gigante antropomorfo del cual se dice que vive en el
multiplicar,"tr. Aumentar el número o la cantidad de cosas de la misma especie U. t. c. intr. y c. prnl., especialmente hablando de lo que se multiplica por generación U. t. en sent. fig."
vacante,adj. Que está sin ocupar
querellante,adj. Der. Que se querella U. t. c. s.
cenicero,m. Recipiente donde se dejan la ceniza y residuos del cigarro
jabón,m. Producto soluble en agua resultado de la combinación de un álcali con los ácidos del aceite u otro cuerpo graso que se usa generalmente para lavar
embestir,tr. Ir con ímpetu sobre alguien o sobre algo  U. t. c. intr.  U. t. en sent. fig.
yang,m. Fil. En la filosofía china especialmente en el taoísmo fuerza activa o masculina que en síntesis con el yin constituye el principio del orden universal
ilusión,f. Concepto imagen o representación sin verdadera realidad sugeridos por la imaginación o causados por engaño de los sentidos
novedad,f. Cualidad de nuevo
revolución,f. Acción y efecto de revolver o revolverse
unisonar,intr. desus. Dicho de varias voces o instrumentos Sonar al unísono o en el mismo tono
juguetear,intr. Jugar con algo para entretenerse o pasar el tiempo
nivelar,tr. Poner un plano en la posición horizontal justa
quemado,m. Rodal de monte consumido del todo o en parte por el fuego
mandato,m. Orden o precepto que el superior da a los súbditos
unánime,adj. Dicho de dos o más personas Que tienen un mismo parecer dictamen voluntad o sentimiento
corazón,m. Órgano de naturaleza muscular común a todos los vertebrados y a muchos invertebrados que actúa como impulsor de la sangre y que en el ser humano está situado en la cavidad torácica
texto,m. Enunciado o conjunto coherente de enunciados orales o escritos
enloquecer,tr. Hacer perder el juicio a alguien U. t. en sent. fig.
gajo,m. Cada una de las partes en que está naturalmente dividido el interior de algunos frutos como la naranja el limón la granada etc.
folclore,m. Conjunto de costumbres creencias artesanías canciones y otras cosas semejantes de carácter tradicional y popular
gatillo,m. Pieza del disparador de un arma que se aprieta con el dedo para hacerlo funcionar
vecindario,m. Conjunto de los vecinos de un municipio o solo de una población o de parte de ella
hacienda,f. Finca agrícola
florecer,intr. Echar flor U. t. c. tr.
dilucidar,tr. Aclarar y explicar un asunto especialmente si es confuso o controvertido para su posible resolución
ofertar,tr. En una promoción de ventas ofrecer durante tiempo limitado algún producto en condiciones ventajosas para el comprador
ultrajar,tr. Ajar o injuriar
frecuente,adj. Repetido a menudo
naranja,f. Fruto del naranjo de forma globosa de seis a ocho centímetros de diámetro corteza rugosa de color entre rojo y amarillo como el de la pulpa que está dividida en gajos y es comestible jugosa y de sabor agridulce
arroyo,m. Caudal corto de agua casi continuo
flexionar,tr. Hacer flexiones
koiné,f. Ling. Lengua griega común derivada del ático que fue de uso general en el mundo helénico tras las conquistas de
martillar,tr. Batir y dar golpes con el martillo
rendimiento,m. Producto o utilidad que rinde o da alguien o algo
entristecer,tr. Causar tristeza a alguien U. t. c. intr.
fregar,tr. Restregar con fuerza una cosa con otra
hollín,m. Sustancia crasa y negra que el humo deposita en la superficie de los cuerpos
neologismo,m. Ling. Vocablo acepción o giro nuevo en una lengua
lágrima,f. Cada una de las gotas que segrega la glándula lagrimal U. m. en pl.
quedar,intr. Estar detenerse forzosa o voluntariamente en un lugar U. t. c. prnl.
plan,m. Altitud o nivel
vidrio,m. Material duro frágil y transparente o traslúcido sin estructura cristalina obtenido por la fusión de arena silícea con potasa y moldeable a altas temperaturas
sustraer,tr. Apartar separar extraer
otoño,m. Estación del año que astronómicamente comienza en el equinoccio del mismo nombre y termina en el solsticio de invierno
vejez,f. Cualidad de viejo
yuan,m. Unidad monetaria de
repartir,tr. Distribuir algo dividiéndolo en partes
azul,adj. Dicho de un color Semejante al del cielo sin nubes y el mar en un día soleado y que ocupa el quinto lugar en el espectro luminoso U. t. c. s. m.
epidemia,f. Enfermedad que se propaga durante algún tiempo en una zona y afecta simultáneamente a gran número de personas
forzar,tr. Hacer fuerza o violencia física para conseguir algo que habitualmente no debe ser conseguido por la fuerza
plataforma,f. Tablero horizontal descubierto y elevado sobre el suelo donde se colocan personas o cosas
jinete,m. y f. Persona diestra en la equitación
menear,tr. Mover algo de una parte a otra U. t. c. prnl.
nogal,m. Árbol de la familia de las yuglandáceas de unos quince metros de altura con tronco corto y robusto del cual salen gruesas y vigorosas ramas para formar una copa grande y redondeada hojas compuestas de hojuelas ovales puntiagudas dentadas gruesas y de olor aromático flores blanquecinas de sexos separados y por fruto la nuez Su madera es dura homogénea de color pardo rojizo veteada capaz de hermoso pulimento y muy apreciada en ebanistería y el cocimiento de las hojas se usa en medicina como astringente y contra las escrófulas
indecisión,f. Falta de decisión
obnubilar,tr. nublar ofuscar o confundir U. t. c. prnl.
trinar,intr. Dicho de un pájaro o de una persona gorjear.
zanahoria,f. Planta herbácea umbelífera con flores blancas y purpúrea la central de la umbela con fruto seco y comprimido y raíz fusiforme de unos cm de largo amarilla o rojiza jugosa y comestible
mezclar,tr. Juntar unir incorporar algo con otra cosa confundiéndolos U. t. c. prnl.
introducir,tr. Conducir a alguien al interior de un lugar
gemir,intr. Dicho de una persona Emitir sonidos que expresan dolor pena o placer sexual
hojalata,f. Lámina de hierro o acero estañada por las dos caras
sacar,tr. Poner algo fuera del lugar donde estaba encerrado o contenido
yerbal,"m. Arg., Par.  Plantación de yerba mate"
quebrada,f. Paso estrecho entre montañas
neblina,f. Niebla poco espesa y baja
voraz,adj. Dicho de un animal Muy comedor
ulterior,adj. Situado de la parte de allá de un sitio o territorio
sistema,m. Conjunto de reglas o principios sobre una materia racionalmente enlazados entre sí
unificación,f. Acción y efecto de unificar
grupal,adj. Perteneciente o relativo al grupo
ombú,m. Árbol de de la familia de las fitolacáceas con la corteza gruesa y blanda madera fofa copa muy densa hojas alternas elípticas acuminadas con pecíolos largos y flores dioicas en racimos más largos que las hojas
celeste,adj. Perteneciente o relativo al cielo
impecable,adj. Exento de tacha
graznido,m. Grito de algunas aves como el cuervo el grajo el ganso etc.
damasco,m. Tela fuerte de seda o lana y con dibujos formados por el tejido
cinta,f. Tira de tela u otro material de propiedades semejantes que sirve para atar ceñir o adornar
exuberante,adj. Muy abundante y copioso
fatal,adj. inevitable.
yacimiento,m. Sitio donde se halla naturalmente una roca un mineral o un fósil
ejecutar,tr. Poner por obra algo
kevlar,m. Fibra sintética de gran resistencia
soportar,tr. Sostener o llevar sobre sí una carga o peso
nudista,adj. Dicho de una persona Que practica el nudismo U. t. c. s.
circo,m. Edificio o recinto cubierto por una carpa con gradería para los espectadores que tiene en medio una o varias pistas donde actúan malabaristas payasos equilibristas animales amaestrados etc.
freír,tr. Hacer que un alimento crudo llegue a estar en disposición de poderse comer teniéndolo el tiempo necesario en aceite o grasa hirviendo U. t. c. intr. y c. prnl.
insistente,adj. Que insiste
perdonar,tr. Dicho de quien ha sido perjudicado por Remitir la deuda ofensa falta delito u otra cosa
hepatitis,f. Inflamación del hígado
escultura,f. Arte de modelar tallar o esculpir en algunos materiales figuras en tres dimensiones
yuyo,"m. Arg., Bol., Chile, Par.  mala hierba."
yacija,f. Lecho o cama pobre
juventud,f. Período de la vida humana que precede inmediatamente a la madurez
quehacer,m. Ocupación negocio tarea que ha de hacerse U. m. en pl.
robot,m. Máquina o ingenio electrónico programable que es capaz de manipular objetos y realizar diversas operaciones
ansiedad,f. Estado de agitación inquietud o zozobra del ánimo
foca,f. Nombre común de varios mamíferos pinnípedos propios de mares fríos y de peso y talla variables según las especies Son de costumbres acuáticas por lo que sus extremidades tienen forma de aleta y se acercan a la costa para criar
volar,intr. Ir o moverse por el aire sosteniéndose con las alas
emitir,tr. Arrojar exhalar o echar hacia fuera algo
nube,f. Agregado visible de minúsculas gotitas de agua de cristales de hielo o de ambos suspendido en la atmósfera y producido por la condensación de vapor de agua
inaugurar,tr. Dar principio a una cosa con cierta solemnidad
dédalo,m. laberinto cosa confusa y enredada
onomatopeya,f. Formación de una palabra por imitación del sonido de aquello que designa
madre,f. Mujer que ha concebido o ha parido uno o más hijos
entrar,intr. Ir o pasar de fuera adentro U. t. c. prnl. U. t. en sent. fig.
rural,adj. Perteneciente o relativo a la vida del campo a sus labores y a sus habitantes
respirar,"intr. Dicho de un ser vivo Absorber el aire por pulmones branquias tráquea etc., tomando parte de las sustancias que lo componen y expelerlo modificado U. t. c. tr."
kufiya,f. Tocado beduino masculino formado por un paño cuadrado doblado en forma de triángulo y a veces sujeto por una banda o aro
reprochable,adj. Que puede reprocharse o es digno de reproche
donde,adv. relat. En el que en el cual o en que U. con antecedente referido a lugares
inmunidad,f. Cualidad de inmune
remolino,m. Movimiento giratorio y rápido del aire el agua el polvo el humo etc.
observar,tr. Examinar atentamente
huerta,f. Terreno de mayor extensión que el huerto en que se cultivan verduras legumbres y árboles frutales
justicia,f. Principio moral que lleva a determinar que todos deben vivir honestamente
viga,f. Madero largo y grueso que sirve por lo regular para formar los techos en los edificios y sostener y asegurar las fábricas
fealdad,f. Cualidad de feo
impaciencia,f. Intranquilidad producida por algo que molesta o que no acaba de llegar
ligereza,f. Presteza agilidad
admirar,tr. Causar sorpresa la vista o consideración de algo extraordinario o inesperado
dualidad,f. Existencia de dos caracteres o fenómenos distintos en una misma persona o en un mismo estado de cosas
bulimia,f. Gana insaciable de comer
obturar,tr. Tapar o cerrar una abertura o conducto introduciendo o aplicando un cuerpo
kiliárea,f. p. us. Superficie que tiene áreas o sea hectáreas
alegre,adj. Poseído o lleno de alegría Juan
jerarca,m. Superior en la jerarquía eclesiástica
remo,m. Instrumento en forma de pala larga y estrecha que sirve para mover las embarcaciones haciendo palanca en el agua
naftalina,f. Naftaleno utilizado contra la polilla y como desinfectante
fácil,adj. Que no requiere gran esfuerzo habilidad o capacidad
buitre,m. Ave rapaz de cerca de dos metros de envergadura con el cuello desnudo rodeado de un collar de plumas largas estrechas y flexibles cuerpo leonado remeras oscuras y una faja blanca a través de cada ala que se alimenta de carne muerta y vive en bandadas
yacer,intr. Dicho de una persona Estar echada o tendida
tormenta,f. Perturbación atmosférica violenta acompañada de aparato eléctrico y viento fuerte lluvia nieve o granizo
multinacional,adj. Perteneciente o relativo a muchas naciones
pendiente,adj. Que pende
filtrar,tr. Hacer pasar algo por un filtro
semana,f. Serie de siete días naturales consecutivos del lunes al domingo
opio,m. Extracto de la adormidera que contiene diversos alcaloides como la morfina la codeína y la papaverina muy adictivo y con propiedades analgésicas narcóticas y astringentes
ñandú,m. Ave corredora americana muy veloz que habita las grandes llanuras se alimenta de plantas e insectos y anida como el avestruz en depresiones del terreno
amar,tr. Tener amor a alguien o algo
libro,m. Conjunto de muchas hojas de papel u otro material semejante que encuadernadas forman un volumen
unimembre,adj. De un solo miembro o elemento
oscilar,intr. Efectuar movimientos de vaivén a la manera de un péndulo o de un cuerpo colgado de un resorte o movido por él
trazar,tr. Hacer trazos
lastimar,tr. Herir o hacer daño U. t. c. prnl.
jauría,f. Conjunto de perros mandados por el mismo perrero que levantan la caza en una montería
amor,m. Sentimiento intenso del ser humano que partiendo de su propia insuficiencia necesita y busca el encuentro y unión con otro ser
hibernación,f. Estado fisiológico que se presenta en ciertos mamíferos como adaptación a condiciones invernales extremas con descenso de la temperatura corporal hasta cerca de ° y disminución general de las funciones metabólicas
suspirar,intr. Dar suspiros
fiar,tr. Dicho de una persona Asegurar que otra cumplirá lo que promete o pagará lo que debe obligándose en caso de que no lo haga a satisfacer por ella
continente,adj. Que contiene
tibia,f. Hueso principal y anterior de la pierna que se articula con el fémur el peroné y el astrágalo
liberación,f. Acción de poner en libertad
impermeable,adj. Impenetrable al agua o a otro fluido
timbre,m. Pequeño aparato empleado para llamar o avisar mediante la emisión rápida de sonidos intermitentes
botella,f. Recipiente de cristal vidrio plástico u otro material con el cuello estrecho que sirve para contener líquidos
urbe,f. Ciudad especialmente la muy populosa
ocluir,tr. Med. Cerrar un conducto como el intestino con algo que lo obstruya o una abertura como la de los párpados de modo que no se pueda abrir naturalmente U. t. c. prnl.
usurpación,f. Acción y efecto de usurpar
encoger,tr. Retirar contrayendo algo especialmente el cuerpo o sus miembros U. t. c. prnl.
yate,m. Embarcación de gala o de recreo
glamour,m. glamur.
vena,f. Cada uno de los vasos o conductos por donde retorna la sangre al corazón
valle,m. Llanura entre montes o alturas
someter,tr. Sujetar humillar a una persona una tropa o una facción U. t. c. prnl.
yaguar,m. jaguar.
separar,tr. Establecer distancia o aumentarla entre algo o alguien y una persona animal lugar o cosa que se toman como punto de referencia U. t. c. prnl.
fuente,f. Manantial de agua que brota de la tierra
fundamental,adj. Que sirve de fundamento o es lo principal en algo
rastro,m. rastrillo instrumento para recoger hierba
tronar,intr. impers. Haber o sonar truenos
juramento,m. Afirmación o negación de algo poniendo por testigo a Dios o en sí mismo o en sus criaturas
incalculable,adj. Que no se puede calcular
negociar,intr. Tratar y comerciar comprando y vendiendo o cambiando géneros mercancías o valores para aumentar el caudal
torta,f. Masa de harina con otros ingredientes de forma redonda que se cuece a fuego lento
dictaminar,intr. Dar dictamen
sensible,adj. Dicho de un ser vivo o de uno de sus órganos Capaz de experimentar sensaciones
enfrentamiento,m. Acción y efecto de enfrentar
lucha,f. Pelea en que dos personas se abrazan con el intento de derribar una a otra
visitar,tr. Ir a ver a alguien en el lugar en que se halla
obviar,tr. Evitar rehuir apartar y quitar de en medio obstáculos o inconvenientes
elegancia,f. Cualidad de elegante
ortografía,f. Conjunto de normas que regulan la escritura de una lengua
xilófono,m. Instrumento musical de percusión formado por láminas generalmente de madera ordenadas horizontalmente según su tamaño y sonido que se hacen sonar golpeándolas con dos baquetas
sacrificar,tr. Ofrecer a una divinidad algo o a alguien en su honor generalmente destruyéndo o matándo
frambuesa,f. Fruto del frambueso semejante a la zarzamora algo velloso de olor fragante y suave y sabor agridulce muy agradable
sabotear,tr. Realizar actos de sabotaje sobre algo
prevención,f. Acción y efecto de prevenir
iniciar,tr. comenzar dar principio a algo
señal,f. Rasgo o nota que se pone o hay en las cosas para darlas a conocer y distinguirlas de otras
gamuza,f. Antílope del tamaño de una cabra grande con astas lisas y rectas terminadas a manera de anzuelo y capa oscura que vive en los y los
yugada,f. Espacio de tierra de labor que puede arar una yunta en un día
margarita,f. Planta herbácea de la familia de las compuestas de a cm de altura con hojas casi abrazadoras oblongas festoneadas hendidas en la base y flores terminales de centro amarillo y corola blanca que es muy común en los sembrados
quienquiera,pron. indef. m. y f. Cualquier persona o cualquiera  U. especialmente en Am.
resplandeciente,adj. Que resplandece
hectárea,f. Medida de superficie equivalente a áreas Símb.
izar,tr. Mar. Hacer subir algo tirando de la cuerda de que está colgado
validez,f. Cualidad de válido
jarana,f. coloq. Diversión bulliciosa y alborotada
hachís,m. Estupefaciente obtenido de la resina del cáñamo índico previamente desecado
afilar,tr. Sacar filo o hacer más delgado o agudo el de un arma o instrumento
frivolidad,f. Cualidad de frívolo
kebab,m. Masa de carne picada que ensartada en una varilla se asa haciéndose girar ante una fuente de calor
responsable,adj. Obligado a responder de algo o por alguien U. t. c. s.
violonchelo,m. Instrumento musical de cuerda tocado con arco más grande que la viola y más pequeño que el contrabajo y con un registro intermedio entre ambos El intérprete que está sentado lo coloca entre sus piernas para tocarlo
antena,f. Apéndice sensorial par de la cabeza de los artrópodos
inmóvil,adj. Que no se mueve
yatagán,m. Especie de sable o alfanje que usan los orientales
granizo,m. Agua congelada que desciende con violencia de las nubes en granos más o menos duros y gruesos pero no en copos como la nieve
rayo,m. Cada una de las líneas generalmente rectas que parten del punto en que se produce una determinada forma de energía y señalan la dirección en que esta se propaga
esfera,f. Geom. Superficie curva formada por los puntos que equidistan de otro interior llamado centro
unión,f. Acción y efecto de unir o unirse
febril,adj. Perteneciente o relativo a la fiebre
ideología,f. Conjunto de ideas fundamentales que caracteriza el pensamiento de una persona colectividad o época de un movimiento cultural religioso o político etc.
narración,f. Acción y efecto de narrar
romper,tr. Separar con más o menos violencia las partes de un todo deshaciendo su unión U. t. c. prnl.
párpado,m. Pliegue cutáneo retráctil que protege el globo ocular
hemisferio,m. Mitad de la superficie de la esfera terrestre que resulta al ser dividida esta por un círculo máximo especialmente el ecuador o un meridiano
gestación,f. Acción y efecto de gestar o gestarse
deambular,intr. Andar caminar sin dirección determinada
tropical,adj. Perteneciente o relativo a los trópicos
yeyé,adj. Dicho de un tipo de música De carácter juvenil que se puso de moda en la década de
listar,tr. alistar inscribir en lista
quitar,tr. Tomar algo separándolo y apartándolo de otras cosas o del lugar o sitio en que estaba
nalga,f. Cada una de las dos porciones carnosas y redondeadas situadas entre el final de la columna vertebral y el comienzo de los muslos U. m. en pl.
ancla,f. Instrumento de hierro formado por una barra de la que salen unos ganchos que unido a una cadena se lanza al fondo del agua para sujetar la embarcación U. t. en sent. fig.
naufragar,intr. Dicho de una embarcación Irse a pique o perderse
neutral,"adj. Que no participa de ninguna de las opciones en conflicto Apl. a pers., u. t. c. s."
rigidez,f. Cualidad de rígido
pisar,tr. Poner el pie sobre algo
hábito,m. Modo especial de proceder o conducirse adquirido por repetición de actos iguales o semejantes u originado por tendencias instintivas
salir,intr. Pasar de dentro afuera U. t. c. prnl.
yacaré,"m. Arg., Bol., Chile, Ec., Par., Perú  caimán reptil"
generar,tr. Producir causar algo
babucha,f. Calzado ligero y sin talón usado principalmente en países orientales y del norte de
religión,f. Conjunto de creencias o dogmas acerca de la divinidad de sentimientos de veneración y temor hacia ella de normas morales para la conducta individual y social y de prácticas rituales principalmente la oración y el sacrificio para darle culto
terminar,tr. Poner término a algo
xilofonista,m. y f. Persona que toca el xilófono
exigir,tr. Pedir imperiosamente algo a lo que se tiene derecho
betabel,m. Méx. remolacha.
yoduro,m. Quím. Sal resultante de la unión del yodo con un radical simple o compuesto
lentitud,f. Cualidad de lento
caoba,f. Árbol de de la familia de las meliáceas que alcanza unos m de altura con tronco recto y grueso hojas compuestas flores pequeñas y blancas en panoja colgante y fruto capsular leñoso semejante a un huevo de pava cuya madera es muy estimada
jalonar,tr. Establecer jalones U. t. en sent. fig.
kohl,m. Cosmético para ennegrecer los bordes de los párpados las pestañas o las cejas
significar,tr. Dicho de una cosa Ser por naturaleza imitación o convenio representación indicio o signo de otra cosa distinta
mueble,adj. Dicho del patrimonio o de la hacienda Que se puede mover
walkman,m. Reproductor portátil de casetes provisto de auriculares
cereal,adj. Perteneciente o relativo a los cereales.
llenar,tr. Ocupar por completo con algo un espacio vacío U. t. c. prnl.
berenjena,f. Planta anual de la familia de las solanáceas de a cm de altura ramosa con hojas grandes aovadas de color verde casi cubiertas de un polvillo blanco y llenas de aguijones flores grandes y de color morado y fruto aovado de diez a doce centímetros de largo cubierto por una película morada y lleno de una pulpa blanca dentro de la cual están las semillas
naíf,adj. Dicho del arte o de una obra artística Que se caracteriza por reflejar la realidad con deliberada ingenuidad aparentemente infantil y con poesía y simplicidad Apl. al arte u. t. c. s. m.
titilar,intr. Dicho de una parte del organismo animal Agitarse con ligero temblor
aguacate,m. Árbol de de la familia de las lauráceas de ocho a diez metros de altura con hojas alternas coriáceas siempre verdes flores dioicas y fruto comestible
entusiasta,adj. Que siente entusiasmo por alguien o algo U. t. c. s.
visceral,adj. Perteneciente o relativo a las vísceras
queja,f. Expresión de dolor pena o sentimiento
harapo,m. andrajo pedazo o jirón de tela
vestido,m. Prenda o conjunto de prendas exteriores con que se cubre el cuerpo
hegemonía,f. Supremacía que un Estado ejerce sobre otros
llamar,tr. Intentar captar la atención de alguien mediante voces ruidos o gestos
cinismo,m. Desvergüenza en el mentir o en la defensa y práctica de acciones o doctrinas vituperables
hincar,tr. Introducir o clavar algo en otra cosa
yemení,adj. Natural del país de U. t. c. s.
grandilocuencia,f. Elocuencia elevada o pomposa
guadaña,f. Instrumento para segar a ras de tierra constituido por una cuchilla alargada curva y puntiaguda sujeta a un mango largo que se maneja con las dos manos
valorar,tr. Señalar el precio de algo
gaita,f. Instrumento musical de viento parecido a una flauta o chirimía de unos cm de largo
protagonista,m. y f. En una obra teatral literaria o cinematográfica personaje principal de la acción
invasión,f. Acción y efecto de invadir
lienzo,m. Tela que se fabrica de lino cáñamo o algodón
lidiar,tr. Burlar al toro esquivando sus acometidas según las reglas de la tauromaquia hasta darle muerte U. t. c. prnl.
incoherente,adj. No coherente
juicio,m. Facultad por la que el ser humano puede distinguir el bien del mal y lo verdadero de lo falso
nota,f. Marca o señal que se pone en algo para reconocerlo o para darlo a conocer
zafiro,m. Corindón cristalizado de color azul
acceder,intr. Consentir en lo que alguien solicita o quiere
natación,f. Acción y efecto de nadar
bullicio,m. Ruido y rumor que causa la concurrencia de mucha gente
admitir,tr. aceptar recibir voluntariamente
regla,f. Instrumento rígido y de forma rectangular que sirve para trazar líneas rectas o para medir la distancia entre dos puntos
peinar,tr. Desenredar y componer el cabello U. t. c. prnl.
gozar,tr. Sentir placer o alegría a causa de algo
unicelular,adj. Que consta de una sola célula
vuelta,f. Movimiento de una cosa alrededor de un punto o girando sobre sí misma hasta invertir su posición primera o hasta recobrarla de nuevo
omisión,f. Abstención de hacer o decir
yerro,m. Falta o delito cometido por ignorancia o malicia contra los preceptos y reglas de un arte y absolutamente contra las leyes divinas y humanas
frágil,adj. Quebradizo y que con facilidad se hace pedazos
quebracho,m. Nombre genérico de varias especies botánicas de árboles americanos de madera muy dura
guía,f. Aquello que dirige o encamina
desanimar,tr. desalentar quitar el ánimo U. t. c. prnl.
órbita,f. Trayectoria curva que describe un cuerpo en su movimiento alrededor de un centro
yogui,m. y f. Asceta hindú seguidor del sistema filosófico del yoga
paralizar,tr. Causar parálisis U. t. c. prnl.
veneno,m. Sustancia que introducida en un ser vivo es capaz de producir graves alteraciones funcionales e incluso la muerte
kendo,m. Arte marcial de origen japonés en el que se utiliza una armadura y un sable de bambú
aprovechar,tr. Emplear útilmente algo hacerlo provechoso o sacarle el máximo rendimiento
ufología,f. Estudio de los fenómenos asociados a los ovnis
ucronía,f. cult. Reconstrucción de la historia sobre datos hipotéticos
mutilar,tr. Cortar o cercenar una parte del cuerpo y más particularmente del cuerpo viviente U. t. c. prnl.
litigar,tr. Pleitear disputar en juicio sobre algo
botarate,m. y f. Persona alborotada y de poco juicio U. t. c. adj.
calavera,f. Conjunto de los huesos de la cabeza mientras permanecen unidos pero despojados de la carne y de la piel
obtener,tr. Alcanzar conseguir y lograr algo que se merece solicita o pretende
hielo,m. Agua convertida en cuerpo sólido y cristalino por un descenso suficiente de temperatura
isla,f. Porción de tierra rodeada de agua por todas partes
unir,tr. Hacer que una cosa esté al lado de otra o en contacto con ella formando un todo
interferir,tr. Cruzar interponer algo en el camino de otra cosa o en una acción U. t. c. prnl.
obstaculizar,tr. Impedir o dificultar la consecución de un propósito
